model_idx,observed_node_ids,batch_size,T,ymin,ymax,"simu_time_jz (b=50, T=2500)",valid_trajectories_ratio,stable_trajectories_ratio,periodic_trajectories_ratio,reached_space_extent,n_covered_bins
357,"(1, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(1, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 3)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 4)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 5)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 6)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(2, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(3, 4)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(3, 5)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(3, 6)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(3, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(3, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(4, 5)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(4, 6)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(4, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(4, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(5, 6)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(5, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(5, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(6, 7)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(6, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
357,"(7, 8)",50,2500,"[3.7941154005238786e-06, 1.2730863455448493e-12, 0.0, -7.79705328080027e-11, -9.550873159014373e-08, 0.0, 0.0, 0.0, 0.0]","[0.003034645924344659, 20.0, 0.001284481375478208, 4.483602523803711, 0.00035155154182575643, 19.821353912353516, 0.00015195431478787214, 0.7391918301582336, 1.1576636097743176e-05]",16.461214065551758,0.0,0.0,0.0,[3.1718445 2.5540771],0
359,"(0, 1)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8181818,0.0,[2.8371458e+03 2.6496997e-01],13
359,"(0, 2)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8181818,0.0,[2.8371458e+03 1.3397230e-03],16
359,"(0, 3)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8181818,0.0,[2837.1458       5.6856127],13
359,"(0, 4)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.6818182,0.0,[2837.1458 3155.373 ],21
359,"(0, 5)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8181818,0.0,[2.8371458e+03 5.6830373e-02],18
359,"(0, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8181818,0.0,[2837.1458    62.24609],21
359,"(0, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.5681818,0.0,[2837.1458     37.843513],21
359,"(0, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.59090906,0.0,[2837.1458     27.414518],17
359,"(1, 2)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[0.26496997 0.00133972],13
359,"(1, 3)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[0.26496997 5.6856127 ],3
359,"(1, 4)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8636364,0.0,[2.6496997e-01 3.1553730e+03],13
359,"(1, 5)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[0.26496997 0.05683037],12
359,"(1, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[ 0.26496997 62.24609   ],14
359,"(1, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.75,0.0,[ 0.26496997 37.843513  ],16
359,"(1, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.77272725,0.0,[ 0.26496997 27.414518  ],13
359,"(2, 3)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[1.3397230e-03 5.6856127e+00],13
359,"(2, 4)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8636364,0.0,[1.339723e-03 3.155373e+03],20
359,"(2, 5)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[0.00133972 0.05683037],20
359,"(2, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[1.339723e-03 6.224609e+01],20
359,"(2, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.75,0.0,[1.3397230e-03 3.7843513e+01],20
359,"(2, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.77272725,0.0,[1.3397230e-03 2.7414518e+01],15
359,"(3, 4)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8636364,0.0,[   5.6856127 3155.373    ],13
359,"(3, 5)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[5.6856127  0.05683037],12
359,"(3, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[ 5.6856127 62.24609  ],14
359,"(3, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.75,0.0,[ 5.6856127 37.843513 ],16
359,"(3, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.77272725,0.0,[ 5.6856127 27.414518 ],13
359,"(4, 5)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8636364,0.0,[3.1553730e+03 5.6830373e-02],20
359,"(4, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.8636364,0.0,[3155.373     62.24609],20
359,"(4, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.6136364,0.0,[3155.373      37.843513],21
359,"(4, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.6363636,0.0,[3155.373      27.414518],21
359,"(5, 6)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,1.0,0.0,[5.6830373e-02 6.2246090e+01],21
359,"(5, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.75,0.0,[ 0.05683037 37.843513  ],22
359,"(5, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.77272725,0.0,[ 0.05683037 27.414518  ],19
359,"(6, 7)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.75,0.0,[62.24609  37.843513],20
359,"(6, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.77272725,0.0,[62.24609  27.414518],20
359,"(7, 8)",50,2500,"[0.4206835925579071, -6.912853933727092e-08, -1.1879587979990447e-08, -9.83063301873699e-08, 0.0, 0.00016284237790387124, 0.0, 0.0, 0.0]","[3400.0, 20.0, 4.816717624664307, 3.133669137954712, 3177.466064453125, 48.0, 27.940969467163086, 19.972518920898438, 19.655384063720703]",858.3015849590302,0.44,0.52272725,0.0,[37.843513 27.414518],20
360,"(0, 1)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,1.0,0.0,[1.1977744e+03 8.6635090e-02],5
360,"(0, 2)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,1.0,0.0,[1.1977744e+03 1.1609873e-06],5
360,"(0, 3)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,0.9814815,0.0,[1197.7744       1.6206372],5
360,"(0, 4)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,1.0,0.0,[1197.7744 3064.6704],16
360,"(0, 5)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,1.0,0.0,[1.1977744e+03 1.1397760e-02],11
360,"(0, 6)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,1.0,0.0,[1197.7744    47.61935],14
360,"(0, 7)",50,2500,"[0.20209240913391113, 1.0314794707255714e-07, -1.5892384075399946e-09, 0.0, 0.0, 0.00015976866416167468, 0.0, 0.0, 0.0]","[3399.997802734375, 19.9999942779541, 4.207776069641113, 2.678065538406372, 3255.1591796875, 47.999977111816406, 28.336963653564453, 1.142026424407959, 19.928518295288086]",778.2706468105316,0.54,0.962963,0.0,[1.1977744e+03 8.8639431e-02],11
